Max_Point,Min_Point,AVG_Point,Variance,Standar_Deviation,Feature
5.6,4.4,4.902127659574468,0.06488909008601178,0.25473337057796686,G0
7.9,6.1,7.0765957446808505,0.19413309189678593,0.440605369800217,G30
7.4,4.3,5.553191489361702,0.5539791760977819,0.7442977738095029,G60
6.2,2.9,4.578723404255319,0.6042281575373474,0.7773211418309343,G90
5.8,2.6999999999999997,4.723404255319149,0.358388411045722,0.5986555028108587,G120
