Max Point,Min Point,AVG Point,Variance,Standar Deviation,Feature
5.4,4.6,4.951785714285713,0.048211096938775504,0.21957025513210005,G0
8.8,5.7,7.846428571428571,0.4232015306122449,0.6505394151104489,G30
8.9,5.7,7.948214285714286,0.49071109693877546,0.7005077422404234,G60
8.7,4.6,7.201785714285714,0.5987468112244898,0.7737873165311575,G90
7.7,4.8,6.507142857142857,0.5120918367346939,0.7156059227917932,G120
