Max Point,Min Point,AVG Point,Variance,Standar Deviation,Feature
5.5,4.6,5.082222222222222,0.05346172839506174,0.2312179240350145,G0
7.5,5.0,6.495555555555556,0.3133135802469136,0.5597442096591206,G30
8.6,4.9,6.628888888888887,0.5860543209876542,0.7655418479662978,G60
8.3,4.4,5.968888888888889,0.48214320987654313,0.6943653288266509,G90
7.4,4.3,5.953333333333333,0.46382222222222225,0.6810449487531804,G120
