Max Point,Min Point,AVG Point,Variance,Standar Deviation,Feature
4.7,4.3,4.55,0.01062499999999998,0.10307764064044142,G0
7.0,4.8999999999999995,6.1375,0.3335937500000001,0.5775757526073961,G30
7.3,4.3,6.16875,0.49714843750000004,0.7050875388914486,G60
6.4,4.1,5.35,0.29874999999999996,0.5465802777268861,G90
7.1,4.4,5.5218750000000005,0.4035839843749999,0.6352826019772617,G120
