Max Point,Min Point,AVG Point,Variance,Standar Deviation,Feature
4.8,3.5,4.370370370370371,0.06764060356652947,0.2600780720601594,G0
7.2,3.9999999999999996,5.514814814814815,0.5364471879286694,0.7324255511167462,G30
6.3,2.9999999999999996,4.811111111111111,0.68320987654321,0.8265651072621019,G60
6.1,3.4000000000000004,4.638888888888888,0.4253395061728395,0.6521805778868607,G90
5.5,3.2,4.533333333333333,0.29925925925925934,0.547045938892941,G120
