Max Point,Min Point,AVG Point,Variance,Standar Deviation,Feature
4.4,3.8,4.1878787878787875,0.031368227731864144,0.1771107781357875,G0
8.1,4.8999999999999995,6.666666666666667,0.47797979797979795,0.6913608305218035,G30
8.0,5.1,6.281818181818181,0.4130027548209366,0.6426529038454091,G60
7.6,4.4,5.793939393939394,0.47572084481175386,0.6897251951406109,G90
6.1,3.8,5.072727272727273,0.3371349862258952,0.5806332631066663,G120
