Max_Point,Min_Point,AVG_Point,Variance,Standar_Deviation,Feature
5.4,4.5,5.097058823529412,0.042050173010380644,0.20506138839474544,G0
8.9,7.4,8.073529411764705,0.19194636678200686,0.43811684147269075,G30
8.0,4.6,6.188235294117646,0.7063321799307961,0.8404357083863084,G60
6.9,3.5,5.611764705882353,0.4551557093425606,0.6746522877323997,G90
7.200000000000001,4.8,6.1499999999999995,0.3525000000000001,0.593717104351896,G120
