Max_Point,Min_Point,AVG_Point,Variance,Standar_Deviation,Feature
5.4,4.4,4.935714285714285,0.05277210884353741,0.22972180750537685,G0
8.8,7.1,7.8357142857142845,0.20562925170068025,0.45346361673311814,G30
8.6,5.8,6.961904761904763,0.47759637188208626,0.6910834767827156,G60
7.6,4.6,5.988095238095237,0.35295351473922904,0.5940989098956747,G90
6.1,3.9,5.188095238095238,0.29581065759637193,0.5438847833837346,G120
