Max_Point,Min_Point,AVG_Point,Variance,Standar_Deviation,Feature
5.5,4.3,4.7314285714285695,0.06329795918367347,0.25159085671715786,G0
7.7,3.8,5.957142857142857,0.7258775510204083,0.8519844781569722,G30
5.4,3.1000000000000005,4.262857142857143,0.434334693877551,0.6590407376464303,G60
5.1,2.9,3.9371428571428573,0.20404897959183668,0.45171780969078107,G90
4.6,2.1,3.7314285714285713,0.3507265306122449,0.5922216904270265,G120
