Max_Point,Min_Point,AVG_Point,Variance,Standar_Deviation,Feature
4.9,3.9,4.502272727272727,0.0647675619834711,0.2544947189697089,G0
8.6,5.1,6.947727272727274,0.6934039256198347,0.8327087880044468,G30
8.9,5.7,7.4136363636363605,0.8498140495867766,0.9218535944426189,G60
8.3,5.4,7.061363636363635,0.525552685950413,0.7249501265262411,G90
7.6,4.4,6.211363636363635,0.6055526859504133,0.7781726581873802,G120
