Feature,Mean,StandarDeviation,Variance,MaxValue,MinValue
G0,0.424717718632,0.863759896567,0.746081158917,2.06125723006,-2.36290462958
G30,0.605155665988,0.823463704913,0.678092473309,2.0161032063,-1.71539628739
G60,0.69002953298,0.750664606008,0.563497350713,2.03630377017,-1.20669853047
G90,0.679411002105,0.798103995482,0.636969987605,2.5691035802,-1.79336068406
G120,0.627509692899,0.799631656907,0.639410786728,2.27442348183,-1.47274043024
