Feature,Mean,StandarDeviation,Variance,MaxValue,MinValue
G0,-0.389471434928,0.956944784274,0.915743320149,2.33776734629,-3.46894509449
G30,-0.554935278769,0.807104588821,0.651417817296,1.25066741272,-2.86354997776
G60,-0.632765671322,0.750505807818,0.563258967569,1.35753584678,-2.41339706095
G90,-0.623028346329,0.722112461438,0.521446406963,1.64627460122,-2.29672194532
G120,-0.575434199712,0.799030500725,0.638449741089,1.68276602203,-3.24771280964
