G0,G30,G60,G90,G120,Property
4.8,7.2,6.3,6.1,5.5,Max Point
3.5,3.9999999999999996,2.9999999999999996,3.4000000000000004,3.2,Min Point
4.370370370370371,5.514814814814815,4.811111111111111,4.638888888888888,4.533333333333333,AVG Point
0.06764060356652947,0.5364471879286694,0.68320987654321,0.4253395061728395,0.29925925925925934,Variance
0.2600780720601594,0.7324255511167462,0.8265651072621019,0.6521805778868607,0.547045938892941,Standar Deviation
