Max_Point,Min_Point,AVG_Point,Variance,Standar_Deviation,Feature
5.4,4.6,4.9025,0.03824375000000001,0.19556009306604455,G0
7.0,4.6,6.05,0.24600000000000005,0.4959838707054898,G30
6.9,3.8000000000000003,5.4325,0.5411937499999999,0.735658718428593,G60
6.8,4.3,5.345000000000001,0.3259750000000001,0.5709422037299399,G90
6.9,4.5,5.442500000000001,0.23044374999999997,0.4800455707534442,G120
