G0,G30,G60,G90,G120,Property
5.5,7.8,5.7,5.2,5.4,Max Point
3.5,5.2,3.1,2.9,2.1,Min Point
4.67,6.477500000000001,4.5575,3.8825000000000003,3.96,AVG Point
0.1366,0.4547437499999999,0.42944375,0.23594375000000004,0.5613999999999999,Variance
0.3695943722515266,0.674346906273025,0.6553195785263859,0.4857404142131886,0.7492663077971676,Standar Deviation
