G0,G30,G60,G90,G120
0.9107142857142857,0.6966292134831461,0.5280898876404494,0.4942528735632184,0.7272727272727272
0.8392857142857144,0.5617977528089887,0.5393258426966292,0.6666666666666667,0.8701298701298701
0.8214285714285714,0.7303370786516854,0.6067415730337079,0.6666666666666667,0.8181818181818181
0.8571428571428572,0.6179775280898876,0.6067415730337079,0.6436781609195402,0.8961038961038962
0.8750000000000001,0.7191011235955056,0.5056179775280899,0.7356321839080461,0.7012987012987013
0.7678571428571429,0.7640449438202247,0.4831460674157303,0.7011494252873564,0.922077922077922
0.8571428571428572,0.8651685393258427,0.5168539325842696,0.7126436781609197,0.7272727272727272
0.9285714285714287,0.6292134831460674,0.6404494382022472,0.7011494252873564,0.7792207792207793
0.9107142857142857,0.7191011235955056,0.6853932584269662,0.5977011494252874,0.7662337662337663
0.8392857142857144,0.7191011235955056,0.6516853932584269,0.6551724137931035,0.7532467532467532
0.8750000000000001,0.7528089887640449,0.5955056179775281,0.6206896551724139,0.8181818181818181
0.8392857142857144,0.6629213483146068,0.550561797752809,0.5862068965517242,0.7142857142857143
0.8214285714285714,0.6853932584269662,0.47191011235955055,0.6436781609195402,0.6753246753246753
0.9285714285714287,0.6516853932584269,0.6853932584269662,0.6436781609195402,0.7272727272727272
0.8035714285714286,0.7528089887640449,0.6292134831460674,0.47126436781609193,0.8311688311688312
0.8928571428571429,0.6629213483146068,0.550561797752809,0.5402298850574714,0.6883116883116883
0.8571428571428572,0.7865168539325842,0.49438202247191015,0.7126436781609197,0.7272727272727272
0.7857142857142858,0.7865168539325842,0.6404494382022472,0.5402298850574714,0.8441558441558441
0.8214285714285714,0.7191011235955056,0.5842696629213483,0.6091954022988506,0.6883116883116883
0.9464285714285715,0.6404494382022472,0.5280898876404494,0.6206896551724139,0.7272727272727272
0.7678571428571429,0.7752808988764045,0.6516853932584269,0.6206896551724139,0.7272727272727272
0.8035714285714286,0.6966292134831461,0.6067415730337079,0.5862068965517242,0.7272727272727272
0.8571428571428572,0.6966292134831461,0.5730337078651685,0.6666666666666667,0.7532467532467532
0.8928571428571429,0.7191011235955056,0.6179775280898876,0.6436781609195402,0.7402597402597403
0.9107142857142857,0.8089887640449438,0.550561797752809,0.574712643678161,0.8961038961038962
0.9107142857142857,0.7078651685393258,0.6067415730337079,0.5977011494252874,0.7142857142857143
0.8928571428571429,0.6629213483146068,0.5730337078651685,0.6551724137931035,0.6623376623376622
0.9285714285714287,0.7303370786516854,0.5842696629213483,0.7126436781609197,0.7402597402597403
0.9464285714285715,0.7528089887640449,0.6404494382022472,0.7241379310344828,0.6753246753246753
0.8214285714285714,0.7640449438202247,0.6516853932584269,0.6206896551724139,0.7402597402597403
0.6785714285714286,0.6966292134831461,0.5730337078651685,0.7011494252873564,0.7532467532467532
0.8571428571428572,0.7528089887640449,0.5955056179775281,0.6551724137931035,0.6753246753246753
0.9285714285714287,0.6966292134831461,0.5955056179775281,0.6436781609195402,0.8701298701298701
0.8392857142857144,0.7078651685393258,0.6629213483146068,0.6666666666666667,0.7532467532467532
0.8035714285714286,0.7078651685393258,0.6292134831460674,0.6666666666666667,0.7272727272727272
0.9642857142857144,0.5393258426966292,0.5280898876404494,0.7816091954022989,0.7662337662337663
0.8392857142857144,0.797752808988764,0.6516853932584269,0.67816091954023,0.7142857142857143
0.8928571428571429,0.6292134831460674,0.6404494382022472,0.67816091954023,0.7922077922077921
0.8392857142857144,0.6179775280898876,0.5056179775280899,0.4942528735632184,0.8181818181818181
0.9107142857142857,0.6741573033707865,0.6741573033707865,0.6666666666666667,0.7272727272727272
