G0,G30,G60,G90,G120,Property
5.5,8.6,7.0,7.3,7.299999999999999,Max Point
4.1,5.4,5.2,5.1000000000000005,5.7,Min Point
4.946153846153848,7.361538461538462,6.194871794871795,6.087179487179487,6.376923076923076,AVG Point
0.10351084812623285,0.6254437869822486,0.197922419460881,0.2621433267587114,0.18280078895463509,Variance
0.3217310182842693,0.7908500407676847,0.44488472603684764,0.511999342537382,0.4275520891711735,Standar Deviation
