G0,G30,G60,G90,G120
0.8214285714285714,0.7415730337078651,0.8651685393258427,0.5977011494252874,0.7532467532467532
0.8750000000000001,0.6179775280898876,0.8651685393258427,0.7011494252873564,0.7272727272727272
0.7678571428571429,0.7528089887640449,0.7191011235955056,0.6666666666666667,0.7532467532467532
0.7857142857142858,0.6966292134831461,0.8202247191011235,0.6206896551724139,0.7012987012987013
0.9642857142857144,0.7415730337078651,0.8539325842696629,0.6551724137931035,0.7012987012987013
0.8392857142857144,0.7415730337078651,0.8202247191011235,0.5862068965517242,0.6623376623376622
0.8750000000000001,0.6292134831460674,0.7752808988764045,0.7356321839080461,0.7012987012987013
0.7857142857142858,0.7415730337078651,0.7528089887640449,0.6436781609195402,0.7012987012987013
0.7857142857142858,0.7640449438202247,0.6966292134831461,0.7011494252873564,0.6753246753246753
0.8928571428571429,0.7078651685393258,0.7303370786516854,0.839080459770115,0.5584415584415584
0.8571428571428572,0.7528089887640449,0.8089887640449438,0.7126436781609197,0.7532467532467532
0.9464285714285715,0.7191011235955056,0.797752808988764,0.6896551724137931,0.7662337662337663
0.8571428571428572,0.7640449438202247,0.8089887640449438,0.7356321839080461,0.7402597402597403
0.8750000000000001,0.8314606741573034,0.6853932584269662,0.8735632183908046,0.7012987012987013
0.7321428571428571,0.7078651685393258,0.8202247191011235,0.7011494252873564,0.5714285714285715
0.8571428571428572,0.7640449438202247,0.6629213483146068,0.7471264367816093,0.7272727272727272
0.9285714285714287,0.6404494382022472,0.797752808988764,0.6436781609195402,0.6623376623376622
0.7500000000000001,0.6067415730337079,0.7415730337078651,0.8045977011494253,0.7532467532467532
0.8750000000000001,0.7191011235955056,0.8089887640449438,0.7011494252873564,0.6623376623376622
0.8214285714285714,0.6629213483146068,0.7640449438202247,0.6091954022988506,0.7662337662337663
0.9464285714285715,0.7191011235955056,0.8089887640449438,0.6551724137931035,0.6753246753246753
0.8571428571428572,0.7078651685393258,0.7303370786516854,0.6091954022988506,0.7662337662337663
0.7500000000000001,0.7752808988764045,0.7752808988764045,0.6666666666666667,0.7012987012987013
0.9464285714285715,0.7865168539325842,0.8089887640449438,0.6551724137931035,0.7142857142857143
0.7321428571428571,0.6966292134831461,0.7303370786516854,0.8045977011494253,0.6493506493506493
0.8392857142857144,0.7752808988764045,0.7078651685393258,0.8160919540229885,0.7402597402597403
0.6785714285714286,0.7191011235955056,0.6966292134831461,0.7126436781609197,0.7662337662337663
0.8571428571428572,0.7752808988764045,0.8202247191011235,0.7586206896551725,0.7792207792207793
0.9107142857142857,0.8202247191011235,0.7528089887640449,0.7931034482758622,0.7272727272727272
0.8571428571428572,0.6516853932584269,0.9662921348314606,0.7126436781609197,0.5974025974025974
0.7678571428571429,0.6853932584269662,0.7640449438202247,0.7011494252873564,0.6363636363636364
0.8571428571428572,0.7415730337078651,0.8314606741573034,0.7586206896551725,0.7272727272727272
0.8035714285714286,0.6629213483146068,0.7752808988764045,0.6436781609195402,0.8051948051948052
0.8928571428571429,0.5955056179775281,0.6966292134831461,0.7126436781609197,0.7922077922077921
0.8571428571428572,0.7752808988764045,0.6629213483146068,0.7816091954022989,0.6753246753246753
0.8750000000000001,0.7528089887640449,0.7752808988764045,0.6896551724137931,0.6103896103896104
0.7857142857142858,0.6741573033707865,0.9438202247191011,0.7816091954022989,0.5714285714285715
0.8750000000000001,0.6966292134831461,0.7640449438202247,0.6436781609195402,0.6883116883116883
